"id";"auction_id";"reference";"highest_bid";"ends_at";"name";"status";"starting_price";"buy_it_now_price";"vat_applicable";"vat_applicable_new";"admin_user_id";"commodity_code";"bid_value";"current_bid";"max_bid";"owner";"thumb_image";"hover_thumb_image";"has_reserve";"reserve_met";"time_remaining";"url";"lot_id";"time_left";"status_text";"not_allowed_to_bid";"is_live";"can_bid";"own_lot";"is_watching";"is_sold";"is_biddable";"is_before_live";"is_logged_in";"user_has_bids";"bid_descriptor_value";"bid_descriptor_text";"next_bid_increment";"auction_has_ended";"show_invoice_link";"default_image.id";"default_image.lot_id";"default_image.name";"default_image.default";"default_image.hover";"default_image.zoom";"default_image.order";"default_image.created_at";"default_image.updated_at";"hover_image.id";"hover_image.lot_id";"hover_image.name";"hover_image.default";"hover_image.hover";"hover_image.zoom";"hover_image.order";"hover_image.created_at";"hover_image.updated_at";"bottler";"country";"region";"size";"type";"age";"strength";"cask_finish";"distillery_status";"fill_level";"lot_type";"shipping_weight";"cask_no";"cask_type";"number_of_bottles";"description"
 31077;22;"182608";"6300.00";"2020-10-20 00:14:11";"Glenrothes - 2013 Refill Hogshead #1704 - 310 Bulk L 66.3% | Held In Bond";6;"500.00";NA;0;0;NA;NA;"6300.00";"6300.00";FALSE;"aa1b6ac9b1d786185812a278b76b31730604dfe8";"/uploads/images/lots/thumbs/1610372317Glenrothes882.jpg";"/uploads/images/lots/thumbs/1602242292IMG-0555.JPG";TRUE;FALSE;-138928332;"https://www.thegrandwhiskyauction.com/lot-182608/glenrothes-2013-refill-hogshead-1704-310-bulk-l-663-held-in-bond";"182608";-138928331;"Not Sold";"Bidding on this lot is not possible now";FALSE;FALSE;FALSE;FALSE;0;FALSE;FALSE;FALSE;FALSE;"highest_bid";"Highest Bid";"100.00";TRUE;FALSE; 65448; 31077;1610372317Glenrothes882.jpg;1;0;1;NA;2021-01-11 13:38:40;2021-01-11 13:38:52; 49759; 31077;1602242292IMG-0555.JPG; 0; 1; 1; 1;2020-10-09 12:18:16;2021-01-11 13:38:52;"Distillery - Held at Whiskybroker";"Scotland";"Speyside";"310L";"Single Malt Whisky";"7 Year Old";"66.3%";NA;"Operational";NA;"Cask";"1.00 KG";"1704";"Refill Hogshead";NA;"A great chance to be the new owner of a 1st February 2013 Glenrothes Single Malt Cask, held in bond at Whiskybroker. Cask #1704 is a Refill Hogshead has been maturing very nicely and was re-gauged in 17/09/2020. There a few key facts and figures that have been listed below for your attention - If bottled at cask strength and at 70cl, this cask would approximately yield 310 bottles of 2013 7 Year Old Glenrothes. Whiskybroker is currently holding this cask and the storage fee is £0.28 per week with insurance at £0.0035 a year per £1 of the value of the cask. The buyer is responsible for the administration fee, £20, is payable to Whiskybroker. A sample can be requested by the buyer if required. Please Note - All cask storage fees have been settled prior to this sale. For moving forward please ensure you are aware of the associated weekly storage fees. All costs relating to removing the cask from bond, bottling, storage, re-gauging and moving in the future are the sole responsibility of the buyer. This includes VAT and any UK excise duty. Upon payment being transferred to The grand Whisky Auction ltd, then and only then will legal ownership of the cask be transferred to the new buyer. All funds are held by the company until the buyer is in receipt of the cask. Should the new owner be a UK revenue trader (business), registration with HMRC is required and they must hold a WOWGR certificate. A revenue trader outside the UK, will need a Duty Representative in the UK (Note: Annual charge will most likely apply)"
 26705;21;"170464";"6000.00";"2020-09-15 00:24:14";"Craigellachie - 2014 2nd fill Amontillado sherry butt #629 - 511.33Bulk L @ 61.6% | Held In Bond";6;"2000.00";NA;0;0;NA;NA;"6000.00";"6000.00";FALSE;"efa6e44dfa0145249be273ecd84a97f534b04920";"/uploads/images/lots/thumbs/1596212213-Craigellachie-2014-copy.jpg";"";TRUE;FALSE;-141951729;"https://www.thegrandwhiskyauction.com/lot-170464/craigellachie-2014-2nd-fill-amontillado-sherry-butt-629-51133bulk-l-at-616-held-in-bond";"170464";-141951728;"Not Sold";"Bidding on this lot is not possible now";FALSE;FALSE;FALSE;FALSE;0;FALSE;FALSE;FALSE;FALSE;"highest_bid";"Highest Bid";"100.00";TRUE;FALSE; 39689; 26705;1596212213-Craigellachie-2014-copy.jpg;1;0;1;NA;2020-08-11 00:14:11;2020-08-11 00:14:11;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Held at Whiskybroker";"Scotland";"Speyside";"511.33L";"Single Malt Whisky";"6 Year Old";"61.6%";NA;"Operational";NA;"Cask";"2.00 KG";NA;"2nd fill Amontillado sherry butt";NA;"Craigellachie - 2014 2nd fill Amontillado sherry butt #629 - 511.33Bulk L @ 61.6% A great chance to be the new owner of a 6 Year Old Craigellachie Single Malt Cask, held in bond at Whisky Broker. Filled on the 11.05.2014, cask #629 has been maturing very nicely and was re-gauged in May 2020. There a few key facts and figures that have been listed below for your attention - If bottled at cask strength and at 70cl, this cask would approximately yield  730 bottles of 6 Year Old Craigellachie. Whiskybroker is currently holding this cask and the storage fee is £0.28 per week with insurance at £0.0035 a year per £1 of the value of the cask. The buyer is responsible for the £20 administration fee is payable to Whiskybroker. Please Note -"
 37123;24;"202775";"6000.00";"2020-12-15 02:28:33";"Heaven Hill - 2009 Barrel #3440927 - 176 Bulk L 66.3% | Held In Bond";6;"1000.00";NA;0;0;NA;"2208.30.0049";"6000.00";"6000.00";FALSE;"aa1b6ac9b1d786185812a278b76b31730604dfe8";"/uploads/images/lots/thumbs/1607100267heavenhill.jpg";"/uploads/images/lots/thumbs/1607092713IMG-4501.JPG";TRUE;FALSE;-134168270;"https://www.thegrandwhiskyauction.com/lot-202775/heaven-hill-2009-barrel-3440927-176-bulk-l-663-held-in-bond";"202775";-134168269;"Not Sold";"Bidding on this lot is not possible now";FALSE;FALSE;FALSE;FALSE;0;FALSE;FALSE;FALSE;FALSE;"highest_bid";"Highest Bid";"100.00";TRUE;FALSE; 64371; 37123;1607100267heavenhill.jpg;1;0;1; 0;2020-12-04 16:44:33;2020-12-04 16:44:39; 64204; 37123;1607092713IMG-4501.JPG; 0; 1; 1; 1;2020-12-04 14:38:35;2020-12-04 16:44:39;"Distillery";"USA";"USA";"176 Bulk L";"Bourbon Whisky";"11 Year Old";"66.3%";NA;"Operational";NA;"Cask";"2.00 KG";"3440927";NA;NA;"Heaven Hill - 2009 Barrel #3440927 - 176 Bulk L 66.3% | Held In Bond A great chance to be the new owner of a 2009 Heaven Hill Barrel, held in bond in the UK. Cask #3440927 has been maturing very nicely and was re-gauged in Aug 2020. There a few key facts and figures that have been listed below for your attention - If bottled at cask strength and at 70cl, this cask would approximately yield 123 bottles of 2009 11 Year Old Heaven Hill. The buyer is responsible for the administration fee is payable to the company where it is held in bond. A sample can be requested by the buyer if required.Please Note - All cask storage fees have been settled prior to this sale. For moving forward please ensure you are aware of the associated weekly storage fees. All costs relating to removing the cask from bond, bottling, storage, re-gauging and moving in the future are the sole responsibility of the buyer. This includes VAT and any UK excise duty. Upon payment being transferred to The Grand Whisky Auction ltd, then and only then will legal ownership of the cask be transferred to the new buyer. All funds are held by the company until the buyer is in receipt of the cask. Should the new owner be a UK revenue trader (business), registration with HMRC is required and they must hold a WOWGR certificate. A revenue trader outside the UK, will need a Duty Representative in the UK (Note: Annual charge will most likely apply)"
 34317;23;"193090";"5700.00";"2020-11-17 00:32:50";"Tamdhu - 2014 Butt #7 - 504.41 Bulk L 60.7% | Held In Bond";6;"1000.00";NA;0;0;NA;NA;"5700.00";"5700.00";FALSE;"2a8a15f1fccbf07279ef24c839182d5f102cdb20";"/uploads/images/lots/thumbs/1604661509Tamdhu7-copy.jpg";"/uploads/images/lots/thumbs/1604680916IMG-0089.JPG";TRUE;FALSE;-136594413;"https://www.thegrandwhiskyauction.com/lot-193090/tamdhu-2014-butt-7-50441-bulk-l-607-held-in-bond";"193090";-136594412;"Not Sold";"Bidding on this lot is not possible now";FALSE;FALSE;FALSE;FALSE;0;FALSE;FALSE;FALSE;FALSE;"highest_bid";"Highest Bid";"100.00";TRUE;FALSE; 55959; 34317;1604661509Tamdhu7-copy.jpg;1;0;1;NA;2020-11-06 11:18:34;2020-11-06 16:42:09; 56916; 34317;1604680916IMG-0089.JPG; 0; 1; 1;NA;2020-11-06 16:41:57;2020-11-06 16:42:09;"Distillery";"Scotland";"Speyside";"504.41L";"Single Malt Whisky";"6 Year Old";"60.7%";NA;"Operational";NA;"Cask";"2.00 KG";"7";NA;NA;"Tamdhu - 2014 Butt #7 - 504.41 Bulk L 60.7% | Held In Bond A great chance to be the new owner of a Tamdhu 6 Year Old Single Malt Cask, held in bond at Tomatin Distillery. Filled on the 03.11.2014, cask #7 has been maturing very nicely and was re-gauged on the 9th October 2020. There a few key facts and figures that have been listed below for your attention - If bottled at cask strength and at 70cl, this cask would approximately yield bottles 724 of 6 Year Old Tamdhu Single Malt Whisky. Tomatin is currently holding this cask and should you require any information regarding storage fees or insurance please contact us at [email protected] for further details. Please Note -"
 31564;23;"190422";"5000.00";"2020-11-17 00:32:50";"Glenrothes - 2013 Refill Hogshead #1704 - 217 Bulk L 66.3% | Held In Bond";6;"1000.00";NA;0;0;NA;NA;"5000.00";"5000.00";FALSE;"aa1b6ac9b1d786185812a278b76b31730604dfe8";"/uploads/images/lots/thumbs/1610372295Glenrothes882.jpg";"/uploads/images/lots/thumbs/1602242292IMG-0555.JPG";TRUE;FALSE;-136594413;"https://www.thegrandwhiskyauction.com/lot-190422/glenrothes-2013-refill-hogshead-1704-217-bulk-l-663-held-in-bond";"190422";-136594412;"Not Sold";"Bidding on this lot is not possible now";FALSE;FALSE;FALSE;FALSE;0;FALSE;FALSE;FALSE;FALSE;"highest_bid";"Highest Bid";"100.00";TRUE;FALSE; 65447; 31564;1610372295Glenrothes882.jpg;1;1;1;NA;2021-01-11 13:38:18;2021-01-11 13:38:21; 50470; 31564;1602242292IMG-0555.JPG; 0; 1; 1; 1;2020-10-20 00:15:08;2021-01-11 13:38:21;"Distillery - Held at Whiskybroker";"Scotland";"Speyside";"310L";"Single Malt Whisky";"7 Year Old";"66.3%";NA;"Operational";NA;"Cask";"1.00 KG";"1704";"Refill Hogshead";NA;"A great chance to be the new owner of a 1st February 2013 Glenrothes Single Malt Cask, held in bond at Whiskybroker. Cask #1704 is a Refill Hogshead has been maturing very nicely and was re-gauged in 17/09/2020. There a few key facts and figures that have been listed below for your attention - If bottled at cask strength and at 70cl, this cask would approximately yield 310 bottles of 2013 7 Year Old Glenrothes. Whiskybroker is currently holding this cask and the storage fee is £0.28 per week with insurance at £0.0035 a year per £1 of the value of the cask. The buyer is responsible for the administration fee, £20, is payable to Whiskybroker. A sample can be requested by the buyer if required. Please Note - All cask storage fees have been settled prior to this sale. For moving forward please ensure you are aware of the associated weekly storage fees. All costs relating to removing the cask from bond, bottling, storage, re-gauging and moving in the future are the sole responsibility of the buyer. This includes VAT and any UK excise duty. Upon payment being transferred to The grand Whisky Auction ltd, then and only then will legal ownership of the cask be transferred to the new buyer. All funds are held by the company until the buyer is in receipt of the cask. Should the new owner be a UK revenue trader (business), registration with HMRC is required and they must hold a WOWGR certificate. A revenue trader outside the UK, will need a Duty Representative in the UK (Note: Annual charge will most likely apply)"
 34318;23;"193091";"4600.00";"2020-11-16 21:22:28";"Tomatin - New 1st Fill Bourbon Barrel 2020/21 #TBC - Bulk 200L 63.5% | Held In Bond (Charity Lot)";8;"2500.00";NA;0;0;NA;NA;"4600.00";"4600.00";FALSE;"48c8ebe3fb8664dec72c3dfa0453f2a7199c5a39";"/uploads/images/lots/thumbs/1604684014TOMATIN-NEW-FILL-.jpg";"/uploads/images/lots/thumbs/1604680952IMG-0091.JPG";FALSE;TRUE;-136605835;"https://www.thegrandwhiskyauction.com/lot-193091/tomatin-new-1st-fill-bourbon-barrel-202021-tbc-bulk-200l-635-held-in-bond-charity-lot";"193091";-136605834;"Payment Received";"Bidding on this lot is not possible now";FALSE;FALSE;FALSE;FALSE;1;FALSE;FALSE;FALSE;FALSE;"winning_bid";"Winning Bid";"50.00";TRUE;TRUE; 57023; 34318;1604684014TOMATIN-NEW-FILL-.jpg;1;0;1; 0;2020-11-06 17:33:43;2020-11-06 17:33:51; 56918; 34318;1604680952IMG-0091.JPG; 0; 1; 1; 2;2020-11-06 16:42:34;2020-11-06 17:33:51;"Distillery";"Scotland";"Highlands";"200L";"Single Malt Whisky";NA;"63.5%";NA;"Operational";NA;"Cask";"2.00 KG";"TBC";"1st Fill Bourbon Barrel";NA;"Tomatin - New 1st Fill Bourbon Barrel 2020/21 #TBC -  Bulk 200L 63.5% | Held In Bond This is an unprecedented chance to be the owner of a new 1st Fill Bourbon Tomatin single malt cask that will be filled by hand and held in bond at The Tomatin Distillery.  This opportunity has never been granted before. The winner will be invited to the distillery to fill their cask at a mutually agreed time. Cask numbers are sequential and it will the next cask in line at the time. There a few key facts and figures that have been listed below for your attention - Please Note: ""This Lot is part of The Tomatin Distillery's charity contribution to Maggie's Highlands cancer charity. Maggie's is close to Tomatin's heart and needs your help now more than ever. With the 2020 situation, Maggie’s experts are now supporting people by phone, email and through their online community through the added stress and anxiety of living with cancer, plus changes and delays to treatment and self-isolation. By winning this auction Lot, you are enabling Maggie’s Highlands to continue to provide essential support to those with cancer, and their loved ones."""
 34625;24;"200330";"4450.00";"2020-12-14 21:00:00";"Glenrothes - 2013 Refill Hogshead #1704 - 217 Bulk L 66.3% | Held In Bond";8;"1000.00";NA;0;0;NA;NA;"4450.00";"4450.00";FALSE;"4f110fd1ea79b6d3fe88b41ecb3e23a8bc838c10";"/uploads/images/lots/thumbs/1610372214Glenrothes882.jpg";"/uploads/images/lots/thumbs/1602242292IMG-0555.JPG";TRUE;TRUE;-134187983;"https://www.thegrandwhiskyauction.com/lot-200330/glenrothes-2013-refill-hogshead-1704-217-bulk-l-663-held-in-bond";"200330";-134187982;"Payment Received";"Bidding on this lot is not possible now";FALSE;FALSE;FALSE;FALSE;1;FALSE;FALSE;FALSE;FALSE;"winning_bid";"Winning Bid";"50.00";TRUE;TRUE; 65445; 34625;1610372214Glenrothes882.jpg;1;1;1;NA;2021-01-11 13:36:59;2021-01-11 13:37:10; 57415; 34625;1602242292IMG-0555.JPG; 0; 1; 1; 1;2020-11-17 00:33:07;2021-01-11 13:37:10;NA;"Scotland";"Speyside";"310L";"Single Malt Whisky";"7 Year Old";"66.3%";NA;"Operational";NA;"Cask";"2.00 KG";"1704";"Refill Hogshead";NA;"A great chance to be the new owner of a 1st February 2013 Glenrothes Single Malt Cask, held in bond at Whiskybroker. Cask #1704 is a Refill Hogshead has been maturing very nicely and was re-gauged in 17/09/2020. There a few key facts and figures that have been listed below for your attention - If bottled at cask strength and at 70cl, this cask would approximately yield 310 bottles of 2013 7 Year Old Glenrothes. Whiskybroker is currently holding this cask and the storage fee is £0.28 per week with insurance at £0.0035 a year per £1 of the value of the cask. The buyer is responsible for the administration fee, £20, is payable to Whiskybroker. A sample can be requested by the buyer if required. Please Note - All cask storage fees have been settled prior to this sale. For moving forward please ensure you are aware of the associated weekly storage fees. All costs relating to removing the cask from bond, bottling, storage, re-gauging and moving in the future are the sole responsibility of the buyer. This includes VAT and any UK excise duty. Upon payment being transferred to The grand Whisky Auction ltd, then and only then will legal ownership of the cask be transferred to the new buyer. All funds are held by the company until the buyer is in receipt of the cask. Should the new owner be a UK revenue trader (business), registration with HMRC is required and they must hold a WOWGR certificate. A revenue trader outside the UK, will need a Duty Representative in the UK (Note: Annual charge will most likely apply)"
 26248;20;"161959";"4300.00";"2020-08-10 21:03:29";"Speyside - 1994 Hogshead #1477 -  78 Bulk L 50.8% | Held In Bond";8;"1000.00";NA;0;0;NA;NA;"4300.00";"4300.00";FALSE;"86970064ea53b6d66b7c53cbc91c58b4f06fc6fd";"/uploads/images/lots/thumbs/1596211350Resize-Spey-1994.jpg";"/uploads/images/lots/thumbs/1596211506IMG-9646.JPG";TRUE;TRUE;-145074174;"https://www.thegrandwhiskyauction.com/lot-161959/speyside-1994-hogshead-1477-78-bulk-l-508-held-in-bond";"161959";-145074173;"Payment Received";"Bidding on this lot is not possible now";FALSE;FALSE;FALSE;FALSE;1;FALSE;FALSE;FALSE;FALSE;"winning_bid";"Winning Bid";"50.00";TRUE;TRUE; 39058; 26248;1596211350Resize-Spey-1994.jpg;1;0;1; 0;2020-07-31 17:02:36;2020-07-31 17:05:18; 39060; 26248;1596211506IMG-9646.JPG; 0; 1; 1; 1;2020-07-31 17:05:11;2020-07-31 17:05:18;"Distillery";"Scotland";"Speyside";"78L";"Single Malt Whisky";"26 Year Old";"50.8%";NA;"Operational";NA;"Cask";"2.00 KG";"1477";NA;NA;"Speyside - 1994 Hogshead #1477 -  78 Bulk L 50.8% | Held In Bond A great chance to be the new owner of a  26 Year Old Speyside Single Malt Cask, held in bond with Inver House Distillers. Filled on the 11/02/1994, cask #1477 has been maturing very nicely and was re-gauged on the 10th July 2020. There a few key facts and figures that have been listed below for your attention - Unofficial Tasting Notes Nose: @ Cask Strength - Lemond zest, fresh barley, barley sugars, charred wood and Nutmeg Nose: @ 20% - Opens up with Floral notes and sweet vanilla. Taste: Fresh Lemond zest with toasted wood and light digestive biscuit. If bottled at cask strength and at 70cl, this cask would approximately yield 111 bottles of 26 Year Old Speyside Single Malt. Inver House Distillers is currently holding this cask and should you require any information regarding storage costs we can be reached - [email protected] The buyer is responsible for any administration fees payable to Inver House Distillers. Please Note -"
 24191;19;"151789";"4150.00";"2020-07-13 21:00:00";"Glenallachie - 2015 Bourbon Barrel #213 65.7% | Held In Bond";8;"1000.00";NA;0;0;NA;NA;"4150.00";"4150.00";FALSE;"f04b1d726c615672552fa5116aa5b958d8d41676";"/uploads/images/lots/thumbs/1593785899Glenallachie-Auction-Whisky-Cask-Web-copy-2.jpg";"";TRUE;TRUE;-147493583;"https://www.thegrandwhiskyauction.com/lot-151789/glenallachie-2015-bourbon-barrel-213-657-held-in-bond";"151789";-147493582;"Payment Received";"Bidding on this lot is not possible now";FALSE;FALSE;FALSE;FALSE;1;FALSE;FALSE;FALSE;FALSE;"winning_bid";"Winning Bid";"50.00";TRUE;TRUE; 34000; 24191;1593785899Glenallachie-Auction-Whisky-Cask-Web-copy-2.jpg;1;0;1;NA;2020-07-03 15:18:25;2020-07-03 15:18:25;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Distillery";"Scotland";"Speyside";"94.26L";"Single Malt Whisky";"5 Year Old";"65.5%";NA;"Operational";NA;"Cask";"2.00 KG";"213";"Bourbon Barrel";NA;"A great chance to be the new owner of a 5 (Almost 6) Year Old Glenallachie Single Malt Cask, held in bond at Whisky Broker. Filled on the 10.08.2015, cask #213 has been maturing very nicely and was re-gauged in April 2020. There a few key facts and figures that have been listed below for your attention - Original bulk 193.73L | Fill strength 67% ABV | 129.80L of alcohol.New bulk 184.46L | New strength 65.5% ABV | 120.82L of alcohol. If bottled at cask strength and at 70cl, this cask would approximately yield 263 bottles of 5 Year Old Glenallachie. Whiskybroker is currently holding this cask and the storage fee is £0.28 per week with insurance at £0.0035 a year per £1 of the value of the cask. The buyer is responsible for the £20 administration fee is payable to Whiskybroker. Please Note -"
134435;66;"610014";"4100.00";"2023-12-14 21:28:36";"Adnams - Single Malt - 1st Fill French Oak Barrique #584";8;"3000.00";NA;0;0;19;"2208.30.30.00";"4100.00";"4100.00";FALSE;"2a0490b75845b830bf7714cfd440bf52e6df55e1";"/uploads/images/lots/thumbs/1702025835584-French-Oak-Cask-Image-Adnams.png";"/uploads/images/lots/thumbs/17019625510G7A9907.JPG";FALSE;TRUE; -39578267;"https://www.thegrandwhiskyauction.com/lot-610014/adnams-single-malt-1st-fill-french-oak-barrique-584";"610014"; -39578266;"Payment Received";"Bidding on this lot is not possible now";FALSE;FALSE;FALSE;FALSE;1;FALSE;FALSE;FALSE;FALSE;"winning_bid";"Winning Bid";"50.00";TRUE;TRUE;274238;134435;1702025835584-French-Oak-Cask-Image-Adnams.png;1;0;1; 0;2023-12-08 08:57:18;2023-12-08 08:57:22;274135;134435;17019625510G7A9907.JPG; 0; 1; 1; 2;2023-12-07 15:22:33;2023-12-08 08:57:22;"Distillery";"England";"England";"167.18L";"Single Malt Whisky";NA;"70.23%";NA;"Operational";NA;"Cask";NA;"584";"Barriques";NA;">FOR CASK PROSPECTUS CLICK HERE< ABOUT THIS CASK - A FEW KEY FACTS & FIGURES PLEASE NOTE * All bids are subject to 10% buyers commission plus 20% VAT on the commission regardless of bidding location as the casks are being sold in bond and will not be delivered. If the VAT is not captured on the initial transaction it will be invoiced separately. * For moving forward please ensure you are aware of the associated storage fees. * All costs relating to removing the cask from bond bottling storage re-gauging and moving in the future are the sole responsibility of the buyer. This includes VAT and any UK excise duty. * Upon payment being transferred to The Grand Whisky Auction Ltd then and only then will legal ownership of the cask be transferred to the new buyer. All funds are held by the company until the buyer is in receipt of the cask. Should the new owner be a UK revenue trader (business) registration with HMRC is required and they must hold a WOWGR certificate. * A revenue trader outside the UK will need a Duty Representative in the UK (Note: Annual charge will most likely apply) * A reminder that the sample shown in the lot was for confirmation of the colour. It is not included in the sale. The cask image is a stock image and not the actual cask being sold. * All casks are stored at Cadus Vaults (English Whisky Co Ltd). The storage charge includes insurance of up to £1000 per cask. It is the responsibility of the buyer should they wish to undertake any further insurance with a third party. ABOUT ADNAMS Adnams has been brewing in Southwold since 1872. A passion for quality and innovation pervades and countless awards and medals have been won since the company was founded. World-class brewing equipment and the highest quality, local raw materials are combined to produce great beers and that same passion for producing the very best quality is now applied to the spirits distilled in the Copper House Distillery. Copper House Distillery is located at the historic Adnams Brewery in Southwold, Suffolk, on the east coast of England. It is one of the most water and energy-efficient distilleries in the UK and also generates water and steam for the brewery, which is an integral part of the sustainable production system. Adnams was the first brewery/distillery in England to produce spirits completely from malting the barley to the finished product. The same local ingredients are used for the spirits as with the beers. The distillery has created whisky using various combinations of barley, rye, wheat and oats."
134440;66;"610019";"4100.00";"2023-12-14 21:23:55";"Adnams - Single Malt - 1st Fill French Oak Barrique #611";8;"3000.00";NA;0;0;19;"2208.30.30.00";"4100.00";"4100.00";FALSE;"2a0490b75845b830bf7714cfd440bf52e6df55e1";"/uploads/images/lots/thumbs/1702025934611-French-Oak-Cask-Image-Adnams.png";"/uploads/images/lots/thumbs/17019626050G7A9922.JPG";FALSE;TRUE; -39578548;"https://www.thegrandwhiskyauction.com/lot-610019/adnams-single-malt-1st-fill-french-oak-barrique-611";"610019"; -39578547;"Payment Received";"Bidding on this lot is not possible now";FALSE;FALSE;FALSE;FALSE;1;FALSE;FALSE;FALSE;FALSE;"winning_bid";"Winning Bid";"50.00";TRUE;TRUE;274243;134440;1702025934611-French-Oak-Cask-Image-Adnams.png;1;0;1; 0;2023-12-08 08:58:56;2023-12-08 08:59:00;274150;134440;17019626050G7A9922.JPG; 0; 1; 1; 2;2023-12-07 15:23:27;2023-12-08 08:59:00;"Distillery";"England";"England";"168.86L";"Single Malt Whisky";NA;"70.10%";NA;"Operational";NA;"Cask";NA;"611";"Barriques";NA;">FOR CASK PROSPECTUS CLICK HERE< ABOUT THIS CASK - A FEW KEY FACTS & FIGURES PLEASE NOTE * All bids are subject to 10% buyers commission plus 20% VAT on the commission regardless of bidding location as the casks are being sold in bond and will not be delivered. If the VAT is not captured on the initial transaction it will be invoiced separately. * For moving forward please ensure you are aware of the associated storage fees. * All costs relating to removing the cask from bond bottling storage re-gauging and moving in the future are the sole responsibility of the buyer. This includes VAT and any UK excise duty. * Upon payment being transferred to The Grand Whisky Auction Ltd then and only then will legal ownership of the cask be transferred to the new buyer. All funds are held by the company until the buyer is in receipt of the cask. Should the new owner be a UK revenue trader (business) registration with HMRC is required and they must hold a WOWGR certificate. * A revenue trader outside the UK will need a Duty Representative in the UK (Note: Annual charge will most likely apply) * A reminder that the sample shown in the lot was for confirmation of the colour. It is not included in the sale. The cask image is a stock image and not the actual cask being sold. * All casks are stored at Cadus Vaults (English Whisky Co Ltd). The storage charge includes insurance of up to £1000 per cask. It is the responsibility of the buyer should they wish to undertake any further insurance with a third party. ABOUT ADNAMS Adnams has been brewing in Southwold since 1872. A passion for quality and innovation pervades and countless awards and medals have been won since the company was founded. World-class brewing equipment and the highest quality, local raw materials are combined to produce great beers and that same passion for producing the very best quality is now applied to the spirits distilled in the Copper House Distillery. Copper House Distillery is located at the historic Adnams Brewery in Southwold, Suffolk, on the east coast of England. It is one of the most water and energy-efficient distilleries in the UK and also generates water and steam for the brewery, which is an integral part of the sustainable production system. Adnams was the first brewery/distillery in England to produce spirits completely from malting the barley to the finished product. The same local ingredients are used for the spirits as with the beers. The distillery has created whisky using various combinations of barley, rye, wheat and oats."
 34823;24;"200528";"4050.00";"2020-12-14 21:15:48";"Glen Garioch - 2011 #2754 - Bulk 171L 59% | Held In Bond";8;"1000.00";NA;0;0;NA;NA;"4050.00";"4050.00";FALSE;"4d7adc253fb88e2a45a2eb91e43b6e0ff7614587";"/uploads/images/lots/thumbs/1604659451GlenGarioch2754.jpg";"/uploads/images/lots/thumbs/1604680848IMG-0083.JPG";TRUE;TRUE;-134187035;"https://www.thegrandwhiskyauction.com/lot-200528/glen-garioch-2011-2754-bulk-171l-59-held-in-bond";"200528";-134187034;"Payment Received";"Bidding on this lot is not possible now";FALSE;FALSE;FALSE;FALSE;1;FALSE;FALSE;FALSE;FALSE;"winning_bid";"Winning Bid";"50.00";TRUE;TRUE; 57867; 34823;1604659451GlenGarioch2754.jpg;1;0;1; 0;2020-11-17 00:33:20;2020-11-17 00:33:20; 57869; 34823;1604680848IMG-0083.JPG; 0; 1; 1; 2;2020-11-17 00:33:20;2020-11-17 00:33:20;"Distillery";"Scotland";"Highlands";"171.86";"Single Malt Whisky";"9 Year Old";"59%";NA;"Operational";NA;"Cask";"2.00 KG";NA;NA;NA;"Glen Garioch - 2011 #2754 -  Bulk 171L 59% | Held In Bond A great chance to be the new owner of a Glen Gairoch 9 Year Old Single Malt Cask, held in bond with The North British Distillery Company Ltd. Filled on the 04.10.2011, cask #2754 has been maturing very nicely and was re-gauged on the 8th October 2020. There a few key facts and figures that have been listed below for your attention - Original bulk  197 L | Fill strength 63.5 % ABV | Original 125.4 L of alcohol. New bulk 171.86 L | New strength  59 % ABV |   101.4 L of alcohol. If bottled at cask strength and at 70cl, this cask would approximately yield 245 bottles of 9 Year Old Glen Gairoch Single Malt Whisky. The North British Distillery Company Ltd is currently holding this cask and should you require any information regarding storage fees or insurance please contact us at [email protected] for further details. Please Note -"
