"url","hammer_price","title","sold","country","region","strength","distillery_status","bulk_litres","currency","auction_date","rla","filling_date","cask_type","cask_filling","previous_spirit","distillery","regauged_date","age","bottles_at_cask_strength","hammer_price_per_bottle_at_cask_strength","hammer_price_per_litre_of_alcohol","buyer_price","buyer_price_per_bottle_at_cask_strength","buyer_price_per_litre_of_alcohol","auction_house"
"https://www.thegrandwhiskyauction.com/lot-713950/adnams-single-malt-jim-beam-1st-fill-american-oak-bourbon-barrel-77",2500,"Adnams - Single Malt - Jim Beam - 1st Fill American Oak Bourbon Barrel #77",FALSE,"England","England",62.3,"Operational",130,"Great Britain Pound (£)",2025-01-02,80.99,NA,"Barrel","First Fill","Bourbon","Adnams",NA,NA,185.71,13.46,30.87,2812.5,15.14,34.73,"The Grand Whisky Auction"
"https://www.thegrandwhiskyauction.com/lot-713951/adnams-single-malt-jim-beam-1st-fill-american-oak-bourbon-barrel-78",2500,"Adnams - Single Malt - Jim Beam - 1st Fill American Oak Bourbon Barrel #78",FALSE,"England","England",62.1,"Operational",130,"Great Britain Pound (£)",2025-01-02,80.73,NA,"Barrel","First Fill","Bourbon","Adnams",NA,NA,185.71,13.46,30.97,2812.5,15.14,34.84,"The Grand Whisky Auction"
"https://www.thegrandwhiskyauction.com/lot-713952/adnams-single-malt-jim-beam-1st-fill-american-oak-bourbon-barrel-79",2500,"Adnams - Single Malt - Jim Beam - 1st Fill American Oak Bourbon Barrel #79",FALSE,"England","England",63.2,"Operational",120,"Great Britain Pound (£)",2025-01-02,75.84,NA,"Barrel","First Fill","Bourbon","Adnams",NA,NA,171.43,14.58,32.96,2812.5,16.41,37.08,"The Grand Whisky Auction"
"https://www.thegrandwhiskyauction.com/lot-713953/adnams-single-malt-1st-fill-french-oak-tight-grain-selection-cask-395",2500,"Adnams - Single Malt - 1st Fill French Oak Tight Grain Selection Cask #395",FALSE,"England","England",64.7,"Operational",150,"Great Britain Pound (£)",2025-01-02,97.05,NA,NA,"First Fill",NA,"Adnams",NA,NA,214.29,11.67,25.76,2812.5,13.12,28.98,"The Grand Whisky Auction"
"https://www.thegrandwhiskyauction.com/lot-713954/adnams-single-malt-1st-fill-french-oak-tight-grain-selection-cask-396",2500,"Adnams - Single Malt - 1st Fill French Oak Tight Grain Selection Cask #396",FALSE,"England","England",65.2,"Operational",160,"Great Britain Pound (£)",2025-01-02,104.32,NA,NA,"First Fill",NA,"Adnams",NA,NA,228.57,10.94,23.96,2812.5,12.3,26.96,"The Grand Whisky Auction"
"https://www.thegrandwhiskyauction.com/lot-713955/adnams-single-malt-1st-fill-french-oak-cask-957",2500,"Adnams - Single Malt - 1st Fill French Oak Cask #957",FALSE,"England","England",62.4,"Operational",175,"Great Britain Pound (£)",2025-01-02,109.2,NA,NA,"First Fill",NA,"Adnams",NA,NA,250,10,22.89,2812.5,11.25,25.76,"The Grand Whisky Auction"
"https://www.thegrandwhiskyauction.com/lot-713956/adnams-single-malt-1st-fill-french-oak-cask-958",2500,"Adnams - Single Malt - 1st Fill French Oak Cask #958",FALSE,"England","England",62.3,"Operational",170,"Great Britain Pound (£)",2025-01-02,105.91,NA,NA,"First Fill",NA,"Adnams",NA,NA,242.86,10.29,23.6,2812.5,11.58,26.56,"The Grand Whisky Auction"
"https://www.thegrandwhiskyauction.com/lot-713957/adnams-single-malt-1st-fill-french-oak-cask-959",2500,"Adnams - Single Malt - 1st Fill French Oak Cask #959",FALSE,"England","England",61.9,"Operational",150,"Great Britain Pound (£)",2025-01-02,92.85,NA,NA,"First Fill",NA,"Adnams",NA,NA,214.29,11.67,26.93,2812.5,13.12,30.29,"The Grand Whisky Auction"
"https://www.thegrandwhiskyauction.com/lot-610006/adnams-single-malt-heaven-hill-1st-fill-american-oak-bourbon-barrel-145",2300,"Adnams - Single Malt - Heaven Hill - 1st Fill American Oak Bourbon Barrel #145",TRUE,"England","England",67.2,"Operational",137,"Great Britain Pound (£)",2023-12-14,92.06,NA,"Barrel","First Fill","Bourbon","Adnams",NA,NA,195.71,11.75,24.98,2587.5,13.22,28.11,"The Grand Whisky Auction"
"https://www.thegrandwhiskyauction.com/lot-610038/adnams-single-malt-jim-beam-1st-fill-american-oak-bourbon-barrel-114",2300,"Adnams - Single Malt - Jim Beam - 1st Fill American Oak Bourbon Barrel #114",TRUE,"England","England",67.3,"Operational",135.2,"Great Britain Pound (£)",2023-12-14,90.99,NA,"Barrel","First Fill","Bourbon","Adnams",NA,NA,193.14,11.91,25.28,2587.5,13.4,28.44,"The Grand Whisky Auction"
"https://www.thegrandwhiskyauction.com/lot-610030/adnams-single-malt-jim-beam-1st-fill-american-oak-bourbon-barrel-106",2200,"Adnams - Single Malt - Jim Beam - 1st Fill American Oak Bourbon Barrel #106",TRUE,"England","England",66.39,"Operational",123.3,"Great Britain Pound (£)",2023-12-14,81.86,NA,"Barrel","First Fill","Bourbon","Adnams",NA,NA,176.14,12.49,26.88,2475,14.05,30.23,"The Grand Whisky Auction"
"https://www.thegrandwhiskyauction.com/lot-662112/adnams-single-malt-french-oak-barrique-482",2000,"Adnams - Single Malt - French Oak Barrique #482 ",FALSE,"England","England",64.7,"Operational",175,"Great Britain Pound (£)",2024-08-06,113.22,NA,"Barrique",NA,NA,"Adnams",NA,NA,250,8,17.66,2250,9,19.87,"The Grand Whisky Auction"
"https://www.thegrandwhiskyauction.com/lot-662113/adnams-single-malt-french-oak-barrique-468",2000,"Adnams - Single Malt - French Oak Barrique #468 ",TRUE,"England","England",68.1,"Operational",170,"Great Britain Pound (£)",2024-08-06,115.77,NA,"Barrique",NA,NA,"Adnams",NA,NA,242.86,8.24,17.28,2250,9.26,19.44,"The Grand Whisky Auction"
"https://www.thegrandwhiskyauction.com/lot-610041/adnams-single-malt-jim-beam-1st-fill-american-oak-bourbon-barrel-117",1900,"Adnams - Single Malt - Jim Beam - 1st Fill American Oak Bourbon Barrel #117",TRUE,"England","England",66.41,"Operational",104.7,"Great Britain Pound (£)",2023-12-14,69.53,NA,"Barrel","First Fill","Bourbon","Adnams",NA,NA,149.57,12.7,27.33,2137.5,14.29,30.74,"The Grand Whisky Auction"
"https://www.thegrandwhiskyauction.com/lot-610000/adnams-single-malt-heaven-hill-1st-fill-american-oak-bourbon-barrel-141",1600,"Adnams - Single Malt - Heaven Hill - 1st Fill American Oak Bourbon Barrel #141",TRUE,"England","England",70.2,"Operational",79.7,"Great Britain Pound (£)",2023-12-14,55.95,NA,"Barrel","First Fill","Bourbon","Adnams",NA,NA,113.86,14.05,28.6,1800,15.81,32.17,"The Grand Whisky Auction"
"https://www.thegrandwhiskyauction.com/lot-610012/adnams-triple-malt-1st-fill-american-oak-bourbon-barrel-518",1500,"Adnams - Triple Malt - 1st Fill American Oak Bourbon Barrel #518",TRUE,"England","England",68.85,"Operational",78.53,"Great Britain Pound (£)",2023-12-14,54.07,NA,"Barrel","First Fill","Bourbon","Adnams",NA,NA,112.19,13.37,27.74,1687.5,15.04,31.21,"The Grand Whisky Auction"
